COG0001	AF1241
COG0001	VNG2326G
COG0001	MA0581
COG0001	MTH228
COG0001	MJ0603
COG0001	MK0280
COG0001	Ta0571
COG0001	TVN0635
COG0001	PAE0594
COG0001	SSO0182
COG0001	APE2130
COG0001	APE2299
COG0001	SPCC417.11c
COG0001	aq_816
COG0001	FN0540
COG0001	DR0555
COG0001	CAC0099
COG0001	Cgl0432
COG0001	Rv0524
COG0001	MT0546
COG0001	ML2414
COG0001	SA1491
COG0001	SA1681
COG0001	lin1588
COG0001	lin1793
COG0001	BS_gsaB
COG0001	BS_hemL
COG0001	BH0943
COG0001	BH2941
COG0001	BH3043
COG0001	sll0017
COG0001	all2638
COG0001	alr3265
COG0001	hemL
COG0001	ZhemL
COG0001	ECs0158
COG0001	YPO3389
COG0001	STM0202
COG0001	VC0626
COG0001	PA3977
COG0001	PA4088
COG0001	PA5523
COG0001	PM0462
COG0001	XF2302
COG0001	NMB1864
COG0001	NMA0592
COG0001	RSc0666
COG0001	RSp0641_3
COG0001	HP0306
COG0001	jhp0291
COG0001	Cj0853c
COG0001	AGl159
COG0001	AGl2319
COG0001	AGpA182
COG0001	SMa0956
COG0001	BMEII0192
COG0001	BMEII0834
COG0001	mll5149
COG0001	CC3139
COG0001	CT210
COG0001	CPn0138
COG0002	AF2071
COG0002	MA3566
COG0002	MTH846
COG0002	MJ1096
COG0002	MK1077
COG0002	PH1720
COG0002	PAB0291
COG0002	PAE2881
COG0002	SSO0155
COG0002	APE1462
COG0002	YER069w_2
COG0002	SPAC4G9.09c_3
COG0002	aq_1879
COG0002	TM1782
COG0002	DR0078
COG0002	DR0963
COG0002	CAC2390
COG0002	Cgl1361
COG0002	Rv1652
COG0002	MT1690
COG0002	ML1406
COG0002	L0104
COG0002	SA0178
COG0002	lin1633
COG0002	BS_argC
COG0002	BH2900
COG0002	sll0080
COG0002	all2498
COG0002	alr3537
COG0002	argC
COG0002	ZargC
COG0002	ECs4887
COG0002	YPO3927
COG0002	STM4121
COG0002	BU048
COG0002	VC2644
COG0002	PA0662
COG0002	PM1118
COG0002	XF1002
COG0002	NMB1787
COG0002	NMA0676
COG0002	RSc0142
COG0002	Cj0224
COG0002	AGc2293
COG0002	SMc01801
COG0002	BMEI1171
COG0002	mll8452
COG0002	CC1378
COG0003	VNG0365G
COG0003	VNG7123
COG0003	MTH1511
COG0003	MJ1142
COG0003	MK1680
COG0003	Ta0437
COG0003	TVN0026
COG0003	TVN1056
COG0003	PAB1555
COG0003	PAE1427
COG0003	APE2164
COG0003	APE2165
COG0003	YDL100c
COG0003	SPAC1142.06
COG0003	aq_343
COG0003	aq_682
COG0003	FN1537
COG0003	FN1538
COG0003	Rv2184c
COG0003	Rv3679
COG0003	Rv3680
COG0003	MT2239
COG0003	MT3781
COG0003	MT3782
COG0003	ML0890
COG0003	ML2305
COG0003	ML2306
COG0003	pli0037
COG0003	BH1795
COG0003	sll0086
COG0003	slr1794
COG0003	all2244
COG0003	all2700
COG0003	all4481
COG0004	AF0977
COG0004	AF1746
COG0004	AF1749
COG0004	MA3917
COG0004	MA3918
COG0004	MA4207
COG0004	MTH661
COG0004	MTH663
COG0004	MJ0058
COG0004	MJ1343
COG0004	MK0053
COG0004	Ta0181a
COG0004	Ta0181m
COG0004	TVN1042
COG0004	SSO1054
COG0004	YGR121c
COG0004	YNL142w
COG0004	YPR138c
COG0004	SPAC2E1P3.02c
COG0004	SPAC664.14
COG0004	SPCPB1C11.01
COG0004	aq_112
COG0004	TM0402
COG0004	DR0693
COG0004	CAC0682
COG0004	Cgl1545
COG0004	Cgl2012
COG0004	Rv2920c
COG0004	MT2988
COG0004	L0236
COG0004	SA1848
COG0004	lin1551
COG0004	BS_nrgA
COG0004	BH3834
COG0004	sll0108
COG0004	sll0537
COG0004	sll1017
COG0004	alr0990
COG0004	alr0991
COG0004	alr0992
COG0004	amtB
COG0004	ZamtB
COG0004	ECs0505
COG0004	YPO3142
COG0004	STM0463
COG0004	PA3039
COG0004	PA5287
COG0004	XF1844
COG0004	NMB0615
COG0004	NMA0820
COG0004	RSc0343
COG0004	AGc5001
COG0004	SMc03807
COG0004	BMEI0167
COG0004	mll4246
COG0004	CC1338
COG0004	UU218
COG0004	UU219
COG0005	AF1788
COG0005	VNG0335a
COG0005	VNG0335b
COG0005	MA1409
COG0005	MTH1596
COG0005	MJ0060
COG0005	MK0021
COG0005	Ta0332
COG0005	TVN0438
COG0005	PH0125
COG0005	PH1143
COG0005	PAB1659
COG0005	PAB2264
COG0005	PAE3338
COG0005	SSO2343
COG0005	APE1885
COG0005	YLR017w
COG0005	YLR209c
COG0005	SPAC16C9.02c
COG0005	SPAC1805.16c
COG0005	aq_568
COG0005	TM1596
COG0005	TM1737
COG0005	CAC2064
COG0005	Rv0535
COG0005	Rv3307
COG0005	MT0559
COG0005	MT3406
COG0005	ML0707
COG0005	SPy0892
COG0005	SP0831
COG0005	lin2067
COG0005	BS_pnp
COG0005	BH1531
COG0005	BH1532
COG0005	sll0135
COG0005	alr4054
COG0005	xapA
COG0005	YPO1171
COG0005	STM2422
COG0005	PA3004
COG0005	XF2353
COG0005	AGc210
COG0005	SMc04123
COG0005	mlr3159
COG0005	mlr7546
COG0006	AF2034
COG0006	VNG0723G
COG0006	VNG1233G
COG0006	MA0213
COG0006	MA4232
COG0006	MTH981
COG0006	MJ0806
COG0006	MK0223
COG0006	Ta0483
COG0006	Ta1037
COG0006	TVN0558
COG0006	PH0974
COG0006	PH1149
COG0006	PH1902
COG0006	PAB1637
COG0006	PAB1781
COG0006	PAB2178
COG0006	PAE0637
COG0006	PAE2025
COG0006	SSO0010
COG0006	SSO0363
COG0006	APE0526
COG0006	YER078c
COG0006	YFR006w
COG0006	YLL029w
COG0006	SPAC12B10.05
COG0006	SPAC22G7.01c
COG0006	SPAPJ696.03c
COG0006	ECU04g0600
COG0006	aq_1535
COG0006	TM0042
COG0006	FN0453
COG0006	FN1949
COG0006	DR0478
COG0006	DR1246
COG0006	CAC2095
COG0006	CAC2788
COG0006	Cgl1451
COG0006	Cgl1582
COG0006	Rv2089c
COG0006	Rv2535c
COG0006	MT2150
COG0006	MT2610
COG0006	ML0521
COG0006	L90422
COG0006	L96847
COG0006	SPy0513
COG0006	SPy1824
COG0006	SP0187
COG0006	SP1591
COG0006	SA1360
COG0006	SA1530
COG0006	lin1391
COG0006	lin1613
COG0006	BS_ykvY
COG0006	BS_yqhT
COG0006	BH0491
COG0006	BH1739
COG0006	BH2800
COG0006	BH3179
COG0006	sll0136
COG0006	all0266
COG0006	alr1946
COG0006	pepP
COG0006	pepQ
COG0006	ypdF
COG0006	Z3651
COG0006	ZpepP
COG0006	ZpepQ
COG0006	ECs3265
COG0006	ECs3779
COG0006	ECs4775
COG0006	YPO0910
COG0006	YPO1950
COG0006	YPO3765
COG0006	STM3058
COG0006	STM3984
COG0006	VC0067
COG0006	PA4498
COG0006	PA5224
COG0006	HI0816
COG0006	PM1724
COG0006	XF0220
COG0006	XF2009
COG0006	NMB1428
COG0006	NMA1640
COG0006	RSc0509
COG0006	HP1037
COG0006	jhp0387
COG0006	Cj0653c
COG0006	AGc3749
COG0006	AGc4027
COG0006	AGl1483
COG0006	AGl248
COG0006	AGl3328
COG0006	AGpA604
COG0006	AGpA704
COG0006	SMa1329
COG0006	SMa1473
COG0006	SMb20434
COG0006	SMc01885
COG0006	SMc02684
COG0006	BMEI0485
COG0006	BMEI0591
COG0006	BMEI0924
COG0006	mll3393
COG0006	mll4500
COG0006	mll5970
COG0006	mll6252
COG0006	mlr1214
COG0006	mlr1535
COG0006	mlr2682
COG0006	mlr4446
COG0006	mlr6027
COG0006	mlr6218
COG0006	mlr7141
COG0006	mlr8570
COG0006	mlr9012
COG0006	mlr9203
COG0006	mlr9375
COG0006	CC1525
COG0006	RP482
COG0006	RC0725
COG0006	CT574
COG0006	CPn0813
COG0006	TP0569
COG0006	BB0067
COG0006	UU532
COG0006	MYPU_4880
COG0006	MPN470
COG0006	MG324
COG0007	AF0422
COG0007	AF1243
COG0007	VNG2331G
COG0007	MA3033
COG0007	MTH167
COG0007	MJ0965
COG0007	MK1548
COG0007	Ta0653
COG0007	TVN0923
COG0007	PAE0590
COG0007	PAE2573
COG0007	PAE3601
COG0007	SSO2435
COG0007	SSO2908
COG0007	APE0236
COG0007	YKR069w_2
COG0007	SPCC1739.06c_2
COG0007	aq_207
COG0007	FN0644_1
COG0007	DRA0011_1
COG0007	CAC0098_1
COG0007	Cgl0424_1
COG0007	Cgl1952
COG0007	Rv0511_1
COG0007	Rv2847c_2
COG0007	MT0532_1
COG0007	MT2913_2
COG0007	ML2420_1
COG0007	SA2186
COG0007	lin1164_1
COG0007	BS_nasF_1
COG0007	BS_ylnD
COG0007	BH1495_1
COG0007	sll0166_1
COG0007	sll0378
COG0007	alr0520
COG0007	alr3450_1
COG0007	cysG_2
COG0007	ZcysG_2
COG0007	ECs4219_2
COG0007	YPO0158_2
COG0007	YPO3367_2
COG0007	STM3477_2
COG0007	BU425_2
COG0007	VC1363_2
COG0007	VC2561
COG0007	PA0510
COG0007	PA1778
COG0007	PA2611_2
COG0007	XF0832_2
COG0007	NMB1156_2
COG0007	NMB1194_2
COG0007	NMA1367_2
COG0007	RSc2420
COG0007	AGc2683_2
COG0007	AGc5071
COG0007	AGl1897_2
COG0007	SMb20987_2
COG0007	SMc01053_2
COG0007	SMc04284
COG0007	BMEI0704
COG0007	BMEI1768_2
COG0007	mll3232_2
COG0007	mlr1386
COG0007	CC0024_2
COG0007	CC0618
COG0007	CC1118
COG0008	AF0260
COG0008	VNG1153G
COG0008	MA0587
COG0008	MTH51
COG0008	MJ1377
COG0008	MK0757
COG0008	Ta0942
COG0008	TVN1086
COG0008	PH1686
COG0008	PAB0323
COG0008	PAE2969
COG0008	SSO0093
COG0008	APE2317
COG0008	YGL245w
COG0008	YOL033w
COG0008	YOR168w
COG0008	SPAC17A5.15c
COG0008	SPAPB1A10.11c
COG0008	SPBC342.02
COG0008	ECU02g1210
